symbol,AD,ALS,AnorexiaNervosa,BipolarDisorder,BrainAneurysm,EssentialTremor,FrontotemporalDementia,IntracranialHemorrhage,LBD,MajorDepressiveDisorder,MigraineDisorder,MigraineWithAura,MS,NarcolepsyCataplexy,Narcolepsy,NeuroticDisorder,OCD,PartialEpilepsy,PD,ProgressiveSupranuclearPalsy,RestlessLeg,Schizophrenia,TouretteSyndrome,UnipolarDepression,cluster2129,cluster0565
C3orf49,0.0,0.0,0.250962973122475,0.250962973122475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.250962973122475,0.0,0.0,0.0,0.0,0.4339971634720594,0.250962973122475,0.250962973122475,2,69
CDC25C,0.0,0.0,0.197285317028558,0.276617469166144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.197285317028558,0.0,0.0,0.0,0.0,0.2942402014637789,0.197285317028558,0.197285317028558,2,69
CDH5,0.0,0.0,0.2657215107852925,0.2657215107852925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2657215107852925,0.0,0.0,0.0,0.0,0.2657215107852925,0.2657215107852925,0.2657215107852925,2,69
CELSR3,0.0,0.0,0.3632286574598983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2482384090247452,0.2929163979066547,2,69
CHAC2,0.0,0.0,0.3709239541979258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2975448125777855,2,69
CKB,0.0,0.0,0.121691869344256,0.1656361554963485,0.0,0.0,0.0,0.0,0.0,0.1573469825795116,0.0,0.0,0.0,0.0,0.0,0.0,0.121691869344256,0.0,0.0,0.0,0.0,0.1521148366803201,0.121691869344256,0.1783123608144346,2,69
CNNM4,0.0,0.0,0.2809981073807395,0.4433628012871136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2809981073807395,0.0,0.0,0.0,0.0,0.381834308514845,0.2809981073807395,0.3517198733697653,2,69
COQ10B,0.0,0.0,0.1564862408818593,0.1623011927946616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1429740922893103,0.0,0.0,0.0,0.0,0.2159789069443378,0.1429740922893103,0.1429740922893103,2,69
CRYBA1,0.0,0.0,0.1514275443779292,0.1514275443779292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1514275443779292,0.0,0.0,0.0,0.0,0.1514275443779292,0.1514275443779292,0.3075685594672981,2,69
CSF3R,0.0,0.0,0.1628299410422946,0.2035143578781648,0.0,0.0,0.0,0.0,0.0,0.1321446966332965,0.0,0.0,0.0,0.0,0.0,0.1634397663767484,0.1628299410422946,0.0,0.0,0.0,0.0,0.1628299410422946,0.1628299410422946,0.2481311048156833,2,69
CYP17A1,0.0,0.0,0.167009366171784,0.2065962416191497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.167009366171784,0.0,0.0,0.0,0.0,0.274916162120696,0.167009366171784,0.167009366171784,2,69
CYP2D6,0.0,0.0,0.2308351497710726,0.2871895538998852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2308351497710726,0.0,0.0,0.0,0.0,0.3640334596297901,0.2796282696263582,0.4179360388730833,2,69
DCAF4L1,0.0,0.0,0.1872899357407938,0.2341124196759922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1872899357407938,0.0,0.0,0.0,0.0,0.1872899357407938,0.1872899357407938,0.2697051290151813,2,69
DCP1B,0.0,0.0,0.1142284501712927,0.1712381408830453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1059156440969804,0.0,0.0,0.0,0.0,0.182968155165679,0.1059156440969804,0.1364430227956092,2,69
DDHD2,0.0,0.0,0.1317876592004133,0.1978662468170869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1317876592004133,0.0,0.0,0.0,0.0,0.2590006377146951,0.1820816307870186,0.1317876592004133,2,69
DGKI,0.0,0.0,0.2365801069980246,0.2365801069980246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2365801069980246,0.0,0.0,0.0,0.0,0.3849309181206329,0.2365801069980246,0.2365801069980246,2,69
DRC3,0.0,0.0,0.2312148434498554,0.2312148434498554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2312148434498554,0.0,0.0,0.0,0.0,0.3712326161506947,0.2312148434498554,0.2312148434498554,2,69
EP300,0.0,0.0,0.2552566080161305,0.3188244899790181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2552566080161305,0.0,0.0,0.0,0.0,0.5200863333850713,0.2552566080161305,0.5465516783784814,2,69
ERCC4,0.0,0.0,0.2718740449076922,0.3993937690208466,0.0,0.0,0.0,0.0,0.0,0.3420844555314479,0.0,0.0,0.0,0.0,0.0,0.0,0.2718740449076922,0.0,0.0,0.0,0.0,0.4389681413088817,0.2718740449076922,0.3717121221040332,2,69
FADS1,0.0,0.0,0.1539611938968899,0.2461778339886024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1539611938968899,0.0,0.0,0.0,0.0,0.1539611938968899,0.1539611938968899,0.2267603260850185,2,69
FADS2,0.0,0.0,0.1588173667984915,0.2785288440812238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1588173667984915,0.0,0.0,0.0,0.0,0.1588173667984915,0.1588173667984915,0.2480733717257957,2,69
FAM53C,0.0,0.0,0.1366120898046809,0.1907838202019911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1366120898046809,0.0,0.0,0.0,0.0,0.2082024256274373,0.1366120898046809,0.1366120898046809,2,69
FAM98B,0.0,0.0,0.1266007014851277,0.1776165586830543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1266007014851277,0.0,0.0,0.0,0.0,0.1266007014851277,0.1266007014851277,0.1266007014851277,2,69
FTCDNL1,0.0,0.0,0.1894631960431917,0.2045596443312729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1367046533874887,0.0,0.0,0.0,0.0,0.6505468687937921,0.1367046533874887,0.1367046533874887,2,69
FURIN,0.0,0.0,0.1990784850616814,0.2935443378402531,0.0,0.0,0.0,0.0,0.0,0.2357683140496837,0.0,0.0,0.0,0.0,0.0,0.0,0.1990784850616814,0.0,0.0,0.0,0.0,0.3767592598533795,0.1990784850616814,0.2888858870907281,2,69
GATAD2A,0.0,0.0,0.2034739892672931,0.2047797465144331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2696219707211275,0.1775709248704492,0.1145389002644737,2,69
GID4,0.0,0.0,0.2456597085135048,0.2456597085135048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2456597085135048,0.0,0.0,0.0,0.0,0.3727876893258564,0.2456597085135048,0.2456597085135048,2,69
GPR20,0.0,0.0,0.2121405853565958,0.2121405853565958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2121405853565958,0.0,0.0,0.0,0.0,0.2813069425407591,0.2121405853565958,0.2121405853565958,2,69
GRIA1,0.0,0.0,0.30278984221004,0.27284504305138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218276034441104,0.0,0.0,0.0,0.0,0.7504285219778903,0.218276034441104,0.218276034441104,2,69
GRIK3,0.2024365737182177,0.0,0.1970722704107784,0.2499694319688227,0.0,0.0,0.0,0.0,0.0,0.2571538987563191,0.0,0.0,0.0,0.0,0.0,0.1982347052263867,0.1970722704107784,0.0,0.0,0.0,0.0,0.1970722704107784,0.1970722704107784,0.406048305723546,2,69
HARBI1,0.0,0.0,0.1408110254857923,0.1163013496531168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1163013496531168,0.0,0.0,0.0,0.0,0.1820678696507972,0.1163013496531168,0.1163013496531168,2,69
HP,0.0,0.0,0.2573268689119396,0.2656958775666585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2573268689119396,0.0,0.0,0.0,0.0,0.2573268689119396,0.2573268689119396,0.2693932110194097,2,69
HSPD1,0.0,0.0,0.1870616158600847,0.2148754365741602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1870616158600847,0.0,0.0,0.0,0.0,0.326224362293707,0.1870616158600847,0.1870616158600847,2,69
HSPE1-MOB4,0.0,0.0,0.2048156154207976,0.2408633370190546,0.1260905056558333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2048156154207976,0.0,0.0,0.0,0.0,0.4238108065109855,0.2048156154207976,0.2048156154207976,2,69
HYI,0.0,0.0,0.111966360995954,0.111966360995954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111966360995954,0.0,0.0,0.0,0.0,0.111966360995954,0.111966360995954,0.111966360995954,2,69
ITIH3,0.0,0.0,0.1540333568936257,0.230961948884576,0.0,0.0,0.0,0.0,0.0,0.124092543639882,0.0,0.0,0.0,0.0,0.0,0.0,0.1540333568936257,0.0,0.1958950696292299,0.0,0.0,0.3801014198942031,0.1540333568936257,0.1783452828364533,2,69
KCNQ5,0.0,0.0,0.2184160665279156,0.2184160665279156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2184160665279156,0.0,0.0,0.0,0.0,0.3456253045967378,0.2184160665279156,0.5439812108997428,2,69
KDM3B,0.0,0.0,0.1925366548532004,0.2607471684476002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1925366548532004,0.0,0.0,0.0,0.0,0.2777345319278513,0.1925366548532004,0.1925366548532004,2,69
LSM1,0.0,0.0,0.1279187315344711,0.1836536613689802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1279187315344711,0.0,0.0,0.0,0.0,0.2091500709567743,0.1607323291387156,0.1279187315344711,2,69
MAIP1,0.0,0.0,0.1709740687916541,0.1962318116596431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127452317247133,0.0,0.0,0.0,0.0,0.3279387539121712,0.127452317247133,0.127452317247133,2,69
MDK,0.0,0.0,0.1331899367854889,0.1085270142323728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1085270142323728,0.0,0.0,0.0,0.0,0.1708648729462814,0.1085270142323728,0.1085270142323728,2,69
MGMT,0.0,0.0,0.5335322155147469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,69
MOB4,0.0,0.0,0.2032860787623923,0.2230670726488275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2032860787623923,0.0,0.0,0.0,0.0,0.3019265443922143,0.2032860787623923,0.2032860787623923,2,69
MPHOSPH9,0.0,0.0,0.224886752863077,0.1867546468282759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1308564159288288,0.0,0.0,0.0,0.1867546468282759,0.0,0.0,0.0,0.0,0.4347233002337319,0.2316126956431946,0.1867546468282759,2,69
MPL,0.0,0.0,0.158998109468699,0.158998109468699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158998109468699,0.0,0.0,0.0,0.0,0.158998109468699,0.158998109468699,0.158998109468699,2,69
MRPL33,0.0,0.0,0.1662915726379082,0.250052826500772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1662915726379082,0.0,0.0,0.0,0.0,0.4105765770443583,0.1662915726379082,0.1662915726379082,2,69
MRTFB,0.0,0.0,0.1291483741422942,0.1889089557380996,0.2372053505374049,0.0,0.0,0.0,0.0,0.160203150437257,0.0,0.0,0.0,0.0,0.0,0.0,0.1291483741422942,0.0,0.0,0.0,0.0,0.2050502085741219,0.1291483741422942,0.1747557625128018,2,69
MYO18A,0.0,0.0,0.2452804858962121,0.2701362650998753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2452804858962121,0.0,0.0,0.0,0.0,0.2452804858962121,0.2452804858962121,0.303724724640493,2,69
NAGA,0.0,0.0,0.1647232639953165,0.2051802215435845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1647232639953165,0.0,0.0,0.0,0.0,0.2498122941059286,0.1952447284771887,0.1647232639953165,2,69
NDUFA13,0.0,0.0,0.1436843397804695,0.1945313435972596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1146586801638962,0.140614818183925,0.1086160720306291,2,69
NMB,0.0,0.0,0.3998747658017137,0.4393075575500373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2861373701201509,0.0,0.0,0.0,0.0,0.4486025465552969,0.2861373701201509,0.2861373701201509,2,69
NOX4,0.0,0.0,0.3172855320908105,0.3254691910713015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3172855320908105,0.0,0.0,0.0,0.0,0.3254691910713015,0.3172855320908105,0.325587063451789,2,69
NRGN,0.0,0.0,0.2335476848909047,0.2335476848909047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2335476848909047,0.0,0.0,0.0,0.0,0.3690858742103383,0.2335476848909047,0.2335476848909047,2,69
NSD3,0.0,0.0,0.1183759769265843,0.1676522560847498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1183759769265843,0.0,0.0,0.0,0.0,0.1917830395712763,0.1468031110822775,0.1183759769265843,2,69
NUF2,0.0,0.0,0.1298467137425157,0.2020850730192913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1298467137425157,0.0,0.0,0.0,0.0,0.1767358048162019,0.1298467137425157,0.1298467137425157,2,69
OSBPL3,0.0,0.0,0.1256697390386623,0.1570871737983279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1256697390386623,0.0,0.0,0.0,0.0,0.1256697390386623,0.1256697390386623,0.1570871737983279,2,69
PBX4,0.0,0.0,0.1401897293511104,0.1401897293511104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1401897293511104,0.0,0.0,0.0,0.0,0.1401897293511104,0.1401897293511104,0.1401897293511104,2,69
PCMTD1,0.0,0.0,0.2608198804498948,0.2608198804498948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2608198804498948,0.0,0.0,0.0,0.0,0.2608198804498948,0.2608198804498948,0.2608198804498948,2,69
PHETA2,0.0,0.0,0.1229123806062707,0.1516167706843961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1229123806062707,0.0,0.0,0.0,0.0,0.1909583469357656,0.14031803585684,0.1376201649164241,2,69
PLEKHO1,0.0,0.0,0.1078342458401594,0.1745726487450217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1078342458401594,0.0,0.0,0.0,0.0,0.1930343206484586,0.1078342458401594,0.1516823727910508,2,69
PLPP5,0.0,0.0,0.1256994159125396,0.1772759523681517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1256994159125396,0.0,0.0,0.0,0.0,0.2170933472472218,0.153894984845623,0.1256994159125396,2,69
PMFBP1,0.0,0.0,0.198602291718986,0.4814438302997318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1724634383991523,0.0,0.0,0.0,0.0,0.1724634383991523,0.1724634383991523,0.5927836218264142,2,69
PSMA4,0.0,0.0,0.1201119868567353,0.1365670421276978,0.1056636250674092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1041384242129598,0.0,0.0,0.0,0.0,0.1611325984088694,0.1041384242129598,0.1041384242129598,2,69
PTN,0.0,0.0,0.2504944118818069,0.2504944118818069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2504944118818069,0.0,0.0,0.0,0.0,0.4471940435580737,0.2504944118818069,0.2504944118818069,2,69
PTP4A3,0.0,0.0,0.3291258075868628,0.3291258075868628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3291258075868628,0.0,0.0,0.0,0.0,0.4139183071098885,0.3291258075868628,0.3291258075868628,2,69
PTPRF,0.0,0.0,0.247847444897849,0.247847444897849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247847444897849,0.0,0.0,0.0,0.0,0.3801933538176649,0.247847444897849,0.247847444897849,2,69
PXDNL,0.0,0.0,0.344095670681246,0.344095670681246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.344095670681246,0.0,0.0,0.0,0.0,0.344095670681246,0.344095670681246,0.344095670681246,2,69
RBKS,0.0,0.0,0.1047796838430041,0.3261003543790291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1047796838430041,0.0,0.0,0.0,0.0,0.2039489945080143,0.1047796838430041,0.1047796838430041,2,69
RERE,0.0,0.0,0.2389588225811114,0.186633257905823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.186633257905823,0.0,0.0,0.0,0.0,0.2995368532934269,0.2326944340019962,0.326220978393151,2,69
RFTN2,0.0,0.0,0.2078809269052743,0.2939684291603061,0.1930789779820082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2078809269052743,0.0,0.0,0.0,0.0,0.3413066865379386,0.2078809269052743,0.2580264918527593,2,69
RGS5,0.0,0.0,0.2691386633055895,0.3648209650749448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2691386633055895,0.0,0.0,0.0,0.0,0.3660219846579934,0.2691386633055895,0.2691386633055895,2,69
RORA,0.0,0.0,0.1503007018814491,0.1503007018814491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3077150845026298,0.0,0.0,0.0,0.1503007018814491,0.0,0.0,0.0,0.0,0.2494722457576315,0.1503007018814491,0.1503007018814491,2,69
RPS6KL1,0.0,0.0,0.1459838037972817,0.1459838037972817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1459838037972817,0.0,0.0,0.0,0.0,0.1459838037972817,0.1459838037972817,0.1873323926764609,2,69
SHMT2,0.0,0.0,0.1962390894590112,0.1962390894590112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1962390894590112,0.0,0.0,0.0,0.0,0.3439102500046718,0.1962390894590112,0.1962390894590112,2,69
SHOX2,0.0,0.0,0.2358589073272202,0.2599390065353367,0.0,0.0,0.0,0.0,0.0,0.1958613524971874,0.0,0.0,0.0,0.0,0.0,0.0,0.2358589073272202,0.0,0.0,0.0,0.0,0.2358589073272202,0.2358589073272202,0.3130126221631684,2,69
SLC45A4,0.0,0.0,0.1184305294706896,0.1184305294706896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1184305294706896,0.0,0.0,0.0,0.0,0.1473039422997371,0.1184305294706896,0.1184305294706896,2,69
SNORC,0.0,0.0,0.1336316543153765,0.1616225884879387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1135300133768935,0.0,0.0,0.0,0.0,0.2585122458516243,0.1416231422889077,0.1909158387074917,2,69
SPAG16,0.0,0.0,0.2702806250641274,0.2702806250641274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2702806250641274,0.0,0.0,0.0,0.0,0.2887861341583993,0.2702806250641274,0.2702806250641274,2,69
SUFU,0.0,0.0,0.1130925059590738,0.142090414904634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1130925059590738,0.0,0.0,0.0,0.0,0.1693092294396309,0.1130925059590738,0.1247327660287606,2,69
SUGP1,0.0,0.0,0.1117391111948319,0.2664837928712149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2015583138589722,0.1088702312193741,0.1750147436651175,2,69
TCAIM,0.0,0.0,0.1894519086851785,0.1894519086851785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1894519086851785,0.0,0.0,0.0,0.0,0.1894519086851785,0.1894519086851785,0.2707795788297827,2,69
TCTN1,0.0,0.0,0.1408435740229843,0.1288374808562448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1129822594526372,0.0,0.0,0.0,0.0,0.1658184816176111,0.1129822594526372,0.1129822594526372,2,69
THOC7,0.0,0.0,0.212375572569165,0.212375572569165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.212375572569165,0.0,0.0,0.0,0.0,0.3957262437266789,0.212375572569165,0.212375572569165,2,69
TMEM178B,0.0,0.0,0.1130679292317145,0.1686078077774362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1130679292317145,0.0,0.0,0.0,0.0,0.1439542489554309,0.1130679292317145,0.1130679292317145,2,69
TOM1L2,0.0,0.0,0.1509598346714933,0.1509598346714933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1509598346714933,0.0,0.0,0.0,0.0,0.3469386417204713,0.1509598346714933,0.1509598346714933,2,69
TOPAZ1,0.0,0.0,0.1058959183970818,0.1058959183970818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1058959183970818,0.0,0.0,0.0,0.0,0.1058959183970818,0.1058959183970818,0.158433476595953,2,69
TRIM8,0.0,0.0,0.177006590940572,0.2286965713708845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177006590940572,0.0,0.0,0.0,0.0,0.2729330463487976,0.177006590940572,0.2100691128362808,2,69
TYW5,0.0,0.0,0.2578798633952734,0.2793421928762152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1849498471998965,0.0,0.0,0.0,0.0,0.4453059669893137,0.1849498471998965,0.1849498471998965,2,69
UNC119B,0.0,0.0,0.143185037248134,0.1782338352112892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143185037248134,0.0,0.0,0.0,0.0,0.193934373559528,0.143185037248134,0.1907143839265731,2,69
VPS45,0.0,0.0,0.1931160786037922,0.2727407260817772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1931160786037922,0.0,0.0,0.0,0.0,0.3046889173110019,0.1931160786037922,0.2415559476358652,2,69
VWC2L,0.0,0.0,0.1664184331207463,0.1664184331207463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1664184331207463,0.0,0.0,0.0,0.0,0.5252938799968017,0.1664184331207463,0.4868907369571254,2,69
WBP2NL,0.0,0.0,0.2135853671822795,0.2675594477777266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2135853671822795,0.0,0.0,0.0,0.0,0.3453375977953167,0.2438354572161898,0.3626375853488413,2,69
ZCCHC7,0.0,0.0,0.2701236528814212,0.3374621737185635,0.0,0.0,0.0,0.0,0.0,0.271170115981713,0.0,0.0,0.0,0.0,0.0,0.0,0.2701236528814212,0.0,0.0,0.0,0.0,0.2701236528814212,0.2701236528814212,0.3661305291025075,2,69
ZSCAN12,0.0,0.0,0.10896225693149,0.1710220947523921,0.0,0.0,0.0,0.0,0.0,0.1669940423301369,0.0,0.0,0.0,0.0,0.0,0.0,0.10896225693149,0.0,0.0,0.0,0.0,0.1861463948719116,0.10896225693149,0.202051828412384,2,69
ZSCAN2,0.0,0.0,0.2970242209347404,0.3382639436052344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2640261604823665,0.0,0.0,0.0,0.0,0.4179613552524257,0.2640261604823665,0.2640261604823665,2,69
